"Strain","Pro_mCh","Promoter","mCherry","TargetID","Ter_mod","Terminator","Construct","BioRep","ExpRep","Median_deltaCq","RNA_Abundance","na.rm","remove"
"pRPS3-mCherry-tRPS3_modC","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modC","tRPS3","modC","BioRep4","2",0.435,0.739693754624418,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modC","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modC","tRPS3","modC","BioRep5","2",0.0899999999999999,0.939522749214012,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modC","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modC","tRPS3","modC","BioRep6","2",0.154999999999999,0.898132372883935,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","BioRep1","1",0.139999999999999,0.907519155317162,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","BioRep2","1",0.414999999999999,0.75001949464291,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","BioRep3","1",-0.0249999999999986,1.01747969210269,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","BioRep4","2",-0.914999999999999,1.88556907183648,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","BioRep5","2",-0.620000000000001,1.53687518128801,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","BioRep6","2",-0.77,1.70526978353591,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","BioRep1","1",-0.0600000000000005,1.04246576084112,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","BioRep2","1",-0.315,1.24401165329847,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","BioRep3","1",-0.244999999999999,1.18509277094158,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","BioRep4","2",-0.305,1.23541863712693,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","BioRep5","2",-0.15,1.10956947206785,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","BioRep6","2",-0.0599999999999987,1.04246576084112,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep1","1",0.139999999999999,0.907519155317162,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep2","1",0.355,0.781869643128593,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep3","1",0.00500000000000078,0.996540262827867,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep4","2",0.245000000000001,0.843815796130017,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep5","2",0.0199999999999996,0.986232704493359,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","BioRep6","2",0.0300000000000011,0.979420297586926,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep1","1",0.59,0.664342907048256,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep2","1",1.165,0.445964259710047,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep3","1",0.985000000000001,0.505225723243381,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep4","2",0.335000000000001,0.792784136610284,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep5","2",0.209999999999999,0.864537231307866,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modD","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","BioRep6","2",0.120000000000001,0.920187650624874,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep1","1",1.315,0.401925495371576,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep2","1",1.125,0.458502021602335,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep3","1",1.625,0.324209888662752,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep4","2",1,0.5,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep5","2",0.0300000000000011,0.979420297586926,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","BioRep6","2",0.504999999999999,0.70466037757101,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep1","1",-0.125,1.09050773266526,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep2","1",-0.0149999999999988,1.01045144648676,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep3","1",-0.165000000000001,1.12116607802851,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep4","2",-0.0599999999999987,1.04246576084112,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep5","2",-0.0399999999999991,1.02811382665607,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","BioRep6","2",-0.0350000000000001,1.0245568230328,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep1","1",0.175000000000001,0.88576751910236,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep2","1",0.0150000000000006,0.989656656415207,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep3","1",0.0749999999999993,0.94934212095052,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep4","2",0.0600000000000005,0.959264119325264,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep5","2",0.100000000000001,0.933032991536807,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","BioRep6","2",0.234999999999999,0.849684999138651,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep1","1",1.075,0.47467106047526,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep2","1",2.025,0.245705149636313,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep3","1",1.005,0.498270131413934,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep4","2",0.460000000000001,0.726986258660155,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep5","2",0.0300000000000011,0.979420297586926,FALSE,FALSE
"pRPS3-mCherry-tRPS3_modE","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","BioRep6","2",0.484999999999999,0.714497069870547,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep1","1",-0.685,1.6077019814863,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep2","1",-0.795,1.73507737430414,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep3","1",-1.07,2.09943336724613,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep4","2",-1.795,3.47015474860827,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep5","2",-1.61,3.05251841792112,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","BioRep6","2",-1.825,3.54307007640944,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep1","1",0.404999999999999,0.755236292781413,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep2","1",0.185,0.879649075922435,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep3","1",0,1,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep4","2",-0.0349999999999984,1.0245568230328,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep5","2",-0.00999999999999979,1.00695555005672,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","BioRep6","2",-0.0749999999999993,1.05336103595484,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep1","1",-0.115,1.08297504552592,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep2","1",-0.135,1.09809281378705,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep3","1",0,1,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep4","2",0.0350000000000001,0.976031760776225,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep5","2",0.17,0.88884268116657,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","BioRep6","2",0.0250000000000004,0.982820598545251,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep1","1",1.035,0.488015880388112,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep2","1",0.574999999999999,0.671286251390132,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep3","1",0.42,0.747424624317469,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep4","2",-0.0849999999999991,1.06068774136822,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep5","2",-0.0700000000000003,1.04971668362307,FALSE,FALSE
"pRPS3-mCherry-tRPS3_WT","pRPS3-mCherry","pRPS3","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","BioRep6","2",0.0849999999999991,0.94278453591824,FALSE,FALSE
