"strain","pro_mCh","promoter","mCherry","target_id","UTR3","terminator","construct","bio_rep","exp_rep","deltacq","rel_abund_deltacq","na.rm","remove"
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modC","tRPS3","modC","bio_rep1","1",-2.18777777777778,4.55603167694589,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modC","tRPS3","modC","bio_rep2","1",-2.01222222222222,4.03403114446144,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modC","tRPS3","modC","bio_rep3","1",-1.96,3.89061978964914,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modC","tRPS3","modC","bio_rep4","2",-2.75444444444445,6.7479273648646,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modC","tRPS3","modC","bio_rep5","2",-2.15888888888889,4.46570790214778,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modC","tRPS3","modC","bio_rep6","2",-2.45111111111111,5.46837094553902,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modC","tRPS3","modC","bio_rep1","1",-0.217777777777778,1.16294089681696,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modC","tRPS3","modC","bio_rep2","1",0.187777777777779,0.877957021291252,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modC","tRPS3","modC","bio_rep3","1",-0.0299999999999994,1.02101212570719,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modC","tRPS3","modC","bio_rep4","2",-0.434444444444445,1.35139033703894,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modC","tRPS3","modC","bio_rep5","2",0.121111111111111,0.919479228487433,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modC","tRPS3","modC","bio_rep6","2",-0.721111111111112,1.64845112271192,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modC","tRPS3","modC","bio_rep1","1",0.112222222222222,0.925161911868553,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modC","tRPS3","modC","bio_rep2","1",0.0777777777777793,0.947516007814838,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modC","tRPS3","modC","bio_rep3","1",-0.0199999999999996,1.01395947979003,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modC","tRPS3","modC","bio_rep4","2",0.405555555555555,0.754945521044343,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modC","tRPS3","modC","bio_rep5","2",-0.478888888888889,1.3936698991806,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modC","tRPS3","modC","bio_rep6","2",-0.181111111111111,1.13375672722483,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modC","tRPS3","modC","bio_rep1","1",-0.167777777777779,1.12332686062794,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modC","tRPS3","modC","bio_rep2","1",-0.222222222222221,1.16652903957612,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modC","tRPS3","modC","bio_rep3","1",-0.199999999999999,1.14869835499703,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modC","tRPS3","modC","bio_rep4","2",0.285555555555554,0.820425617026788,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modC","tRPS3","modC","bio_rep5","2",0.151111111111112,0.900556619590159,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modC","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modC","tRPS3","modC","bio_rep6","2",0.448888888888888,0.732606857841653,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","bio_rep1","1",-1.40777777777778,2.65328155757654,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","bio_rep2","1",-1.35888888888889,2.56487566054721,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","bio_rep3","1",-1.29777777777778,2.45849901608431,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","bio_rep4","2",-1.72777777777778,3.31217242316004,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","bio_rep5","2",-2.22333333333333,4.66971121502788,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modD","tRPS3","modD","bio_rep6","2",-1.78222222222222,3.43955570824644,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","bio_rep1","1",-0.347777777777779,1.27259889832531,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","bio_rep2","1",-0.268888888888888,1.20487951599471,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","bio_rep3","1",-0.157777777777778,1.11556747521245,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","bio_rep4","2",-0.527777777777777,1.44170678435793,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","bio_rep5","2",-0.573333333333332,1.48795751390643,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modD","tRPS3","modD","bio_rep6","2",-0.522222222222222,1.43616571007875,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep1","1",-0.127777777777778,1.09260942855088,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep2","1",-0.148888888888889,1.10871525110921,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep3","1",-0.117777777777778,1.08506222393762,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep4","2",-0.277777777777777,1.21232606681354,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep5","2",-0.043333333333333,1.0304920203293,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modD","tRPS3","modD","bio_rep6","2",-0.332222222222223,1.25895107821294,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep1","1",0.522222222222222,0.696298479334372,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep2","1",0.161111111111111,0.894336020631133,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep3","1",0.212222222222222,0.863206586286629,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep4","2",0.642222222222223,0.640725261832369,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep5","2",0.436666666666667,0.738839720294814,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modD","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modD","tRPS3","modD","bio_rep6","2",0.617777777777778,0.651673946053067,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep1","1",-1.50555555555556,2.83933987992583,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep2","1",-1.09777777777778,2.14024770331516,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep3","1",-1.65888888888889,3.15773234040705,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep4","2",-1.35555555555556,2.55895638029253,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep5","2",-1.42777777777778,2.69031998785678,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","mCh-7","tRPS3_modE","tRPS3","modE","bio_rep6","2",-1.70888888888889,3.26908953090295,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep1","1",-0.105555555555556,1.07590862348931,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep2","1",0.0122222222222224,0.991563985690056,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep3","1",0.0811111111111114,0.945329308130982,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep4","2",-0.465555555555556,1.38084899079743,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep5","2",-0.287777777777777,1.22075846145633,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","PGK1-ORF","tRPS3_modE","tRPS3","modE","bio_rep6","2",-0.628888888888888,1.54637357427067,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep1","1",-0.285555555555556,1.21887954160182,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep2","1",-0.377777777777776,1.29933890635176,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep3","1",0.281111111111111,0.822956961693762,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep4","2",0.264444444444445,0.832519260981214,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep5","2",0.192222222222222,0.875256501182517,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","RPS3-ORF","tRPS3_modE","tRPS3","modE","bio_rep6","2",0.411111111111111,0.752043953780992,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep1","1",0.364444444444445,0.776767936585314,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep2","1",0.282222222222222,0.822323394258435,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep3","1",-0.428888888888888,1.34619638614757,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep4","2",0.134444444444444,0.911020583469989,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep5","2",-0.0877777777777773,1.06273196626932,FALSE,FALSE
"pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","URA3-ORF","tRPS3_modE","tRPS3","modE","bio_rep6","2",-0.0888888888888886,1.06355075893776,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep1","1",3.71,0.0764150173557543,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep2","1",2.77333333333333,0.146266031650764,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep3","1",3.84888888888889,0.0694015219481076,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep4","2",3.95111111111111,0.0646542442190567,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep5","2",3.45333333333333,0.0912941777881296,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_WT","tRPS3","WT","bio_rep6","2",3.74222222222222,0.0747272259750824,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep1","1",-0.57,1.48452357062905,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep2","1",-0.226666666666667,1.17012825320611,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep3","1",-0.321111111111112,1.24929233788856,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep4","2",-0.808888888888889,1.7518617029385,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep5","2",-0.586666666666666,1.50177290363477,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_WT","tRPS3","WT","bio_rep6","2",-0.627777777777778,1.54518307223337,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep1","1",-0.0199999999999996,1.01395947979003,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep2","1",0.203333333333333,0.868541486271736,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep3","1",-0.221111111111112,1.16563096732418,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep4","2",0.191111111111111,0.875930851469252,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep5","2",0.243333333333334,0.844791173655024,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_WT","tRPS3","WT","bio_rep6","2",-0.157777777777778,1.11556747521245,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep1","1",0.550000000000001,0.683020128377197,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep2","1",-0.0466666666666669,1.03287571514939,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep3","1",0.588888888888889,0.664854756808016,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep4","2",0.201111111111111,0.869880355115888,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep5","2",0.263333333333334,0.833160683925913,FALSE,FALSE
"pSRO9-mCherry-tRPS3_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_WT","tRPS3","WT","bio_rep6","2",0.722222222222221,0.606163033406773,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep1","1",4.28111111111111,0.0514348101058601,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep2","1",4.25333333333333,0.0524347359230156,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep3","1",4.20333333333333,0.0542838428919835,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep4","2",3.93333333333333,0.0654558826762892,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep5","2",3.83666666666667,0.0699919752529224,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_mod0","tRPS3","mod0","bio_rep6","2",3.89111111111111,0.0673998358914266,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep1","1",-0.398888888888889,1.3184920651311,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep2","1",-0.566666666666666,1.48109755228656,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep3","1",-0.806666666666667,1.74916534011167,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep4","2",-0.446666666666667,1.36288767698483,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep5","2",-0.483333333333333,1.39796993417902,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep6","2",-0.668888888888889,1.58984805288323,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep1","1",-0.138888888888889,1.10105679545314,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep2","1",0.173333333333334,0.88679138916319,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep3","1",0.173333333333334,0.88679138916319,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep4","2",0.0133333333333336,0.990800613265229,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep5","2",0.156666666666668,0.89709540876983,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","RPS3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep6","2",-0.108888888888888,1.07839737426283,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep1","1",0.55111111111111,0.682494293696704,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep2","1",0.543333333333335,0.686183655221889,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep3","1",0.513333333333334,0.700601832443633,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep4","2",0.593333333333334,0.662809720893264,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep5","2",0.556666666666667,0.679871186406425,FALSE,FALSE
"pSRO9-mCherry-tRPS3_mod0","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tRPS3_mod0","tRPS3","mod0","bio_rep6","2",0.601111111111113,0.659246032565548,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep1","1",3.79444444444444,0.0720706444231119,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep2","1",4.32,0.0500668673493514,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep3","1",4.47111111111111,0.0450880488136008,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep4","2",3.84777777777778,0.0694549930576193,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep5","2",4.16222222222222,0.0558529688007127,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tRPS3_modA","tRPS3","modA","bio_rep6","2",3.84888888888889,0.0694015219481076,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep1","1",-0.645555555555555,1.56434156970137,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep2","1",-0.58,1.49484924863494,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep3","1",-0.678888888888888,1.60090632059764,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep4","2",-0.642222222222223,1.56073134550707,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep5","2",-0.737777777777779,1.66760520212291,FALSE,FALSE
"pSRO9-mCherry-tRPS3_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tRPS3_modA","tRPS3","modA","bio_rep6","2",-0.431111111111111,1.34827156669796,FALSE,FALSE
