exp_rep,target_id,sample_id,strain,bio_rep,pro_mCh,promoter,mCherry,delta_cq,UTR3,terminator,construct,ref_delta_cq,deltadelta_cq,rel_abund_delta_deltacq,remove
2,mCh-7,pPIR1-mCherry-tPIR1_modG_bio_rep4,pPIR1-mCherry-tPIR1_modG,bio_rep4,pPIR1-mCherry,pPIR1,mCherry,2.626666666666667,tPIR1_modG,tPIR1,modG,3.065,-0.438333333333333,1.3550380215811062,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modG_bio_rep5,pPIR1-mCherry-tPIR1_modG,bio_rep5,pPIR1-mCherry,pPIR1,mCherry,2.658333333333333,tPIR1_modG,tPIR1,modG,3.065,-0.40666666666666673,1.3256194417865286,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_modG_bio_rep6,pPIR1-mCherry-tPIR1_modG,bio_rep6,pPIR1-mCherry,pPIR1,mCherry,2.715,tPIR1_modG,tPIR1,modG,3.065,-0.3500000000000001,1.2745606273192622,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_WT_bio_rep4,pPIR1-mCherry-tPIR1_WT,bio_rep4,pPIR1-mCherry,pPIR1,mCherry,3.203333333333333,tPIR1_WT,tPIR1,WT,3.065,0.1383333333333332,0.9085681683738832,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_WT_bio_rep5,pPIR1-mCherry-tPIR1_WT,bio_rep5,pPIR1-mCherry,pPIR1,mCherry,2.865,tPIR1_WT,tPIR1,WT,3.065,-0.19999999999999973,1.1486983549970349,FALSE
2,mCh-7,pPIR1-mCherry-tPIR1_WT_bio_rep6,pPIR1-mCherry-tPIR1_WT,bio_rep6,pPIR1-mCherry,pPIR1,mCherry,3.126666666666667,tPIR1_WT,tPIR1,WT,3.065,0.06166666666666698,0.9581565738256036,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modA_bio_rep1,pPIR1-mCherry-tPIR1_modA,bio_rep1,pPIR1-mCherry,pPIR1,mCherry,2.656666666666668,tPIR1_modA,tPIR1,modA,3.6922222222222225,-1.0355555555555545,2.0499028743181187,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modA_bio_rep2,pPIR1-mCherry-tPIR1_modA,bio_rep2,pPIR1-mCherry,pPIR1,mCherry,3.465,tPIR1_modA,tPIR1,modA,3.6922222222222225,-0.22722222222222266,1.170578935030557,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modA_bio_rep3,pPIR1-mCherry-tPIR1_modA,bio_rep3,pPIR1-mCherry,pPIR1,mCherry,2.8433333333333337,tPIR1_modA,tPIR1,modA,3.6922222222222225,-0.8488888888888888,1.8011132391803188,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modB_bio_rep1,pPIR1-mCherry-tPIR1_modB,bio_rep1,pPIR1-mCherry,pPIR1,mCherry,2.9566666666666652,tPIR1_modB,tPIR1,modB,3.6922222222222225,-0.7355555555555573,1.6650385219624304,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modB_bio_rep2,pPIR1-mCherry-tPIR1_modB,bio_rep2,pPIR1-mCherry,pPIR1,mCherry,3.326666666666666,tPIR1_modB,tPIR1,modB,3.6922222222222225,-0.3655555555555563,1.2883776647443086,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modB_bio_rep3,pPIR1-mCherry-tPIR1_modB,bio_rep3,pPIR1-mCherry,pPIR1,mCherry,3.033333333333333,tPIR1_modB,tPIR1,modB,3.6922222222222225,-0.6588888888888893,1.5788661702035243,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modC_bio_rep1,pPIR1-mCherry-tPIR1_modC,bio_rep1,pPIR1-mCherry,pPIR1,mCherry,3.42,tPIR1_modC,tPIR1,modC,3.6922222222222225,-0.2722222222222226,1.2076665973155238,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modC_bio_rep2,pPIR1-mCherry-tPIR1_modC,bio_rep2,pPIR1-mCherry,pPIR1,mCherry,3.178333333333333,tPIR1_modC,tPIR1,modC,3.6922222222222225,-0.5138888888888897,1.4278940042609227,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modC_bio_rep3,pPIR1-mCherry-tPIR1_modC,bio_rep3,pPIR1-mCherry,pPIR1,mCherry,3.5999999999999996,tPIR1_modC,tPIR1,modC,3.6922222222222225,-0.09222222222222287,1.0660109239705529,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modD_bio_rep1,pPIR1-mCherry-tPIR1_modD,bio_rep1,pPIR1-mCherry,pPIR1,mCherry,3.3983333333333334,tPIR1_modD,tPIR1,modD,3.6922222222222225,-0.2938888888888891,1.2259404389551305,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modD_bio_rep2,pPIR1-mCherry-tPIR1_modD,bio_rep2,pPIR1-mCherry,pPIR1,mCherry,3.0999999999999996,tPIR1_modD,tPIR1,modD,3.6922222222222225,-0.5922222222222229,1.5075671063170302,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modD_bio_rep3,pPIR1-mCherry-tPIR1_modD,bio_rep3,pPIR1-mCherry,pPIR1,mCherry,2.796666666666667,tPIR1_modD,tPIR1,modD,3.6922222222222225,-0.8955555555555557,1.8603261249834009,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modE_bio_rep1,pPIR1-mCherry-tPIR1_modE,bio_rep1,pPIR1-mCherry,pPIR1,mCherry,3.3033333333333346,tPIR1_modE,tPIR1,modE,3.6922222222222225,-0.38888888888888795,1.3093845751749726,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modE_bio_rep2,pPIR1-mCherry-tPIR1_modE,bio_rep2,pPIR1-mCherry,pPIR1,mCherry,2.889999999999999,tPIR1_modE,tPIR1,modE,3.6922222222222225,-0.8022222222222237,1.743785058321196,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modE_bio_rep3,pPIR1-mCherry-tPIR1_modE,bio_rep3,pPIR1-mCherry,pPIR1,mCherry,3.1816666666666666,tPIR1_modE,tPIR1,modE,3.6922222222222225,-0.5105555555555559,1.4245986769609662,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modF_bio_rep1,pPIR1-mCherry-tPIR1_modF,bio_rep1,pPIR1-mCherry,pPIR1,mCherry,2.3516666666666666,tPIR1_modF,tPIR1,modF,3.6922222222222225,-1.340555555555556,2.5324882152326675,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modF_bio_rep2,pPIR1-mCherry-tPIR1_modF,bio_rep2,pPIR1-mCherry,pPIR1,mCherry,2.25,tPIR1_modF,tPIR1,modF,3.6922222222222225,-1.4422222222222225,2.7173911039701877,FALSE
1,mCh-7,pPIR1-mCherry-tPIR1_modF_bio_rep3,pPIR1-mCherry-tPIR1_modF,bio_rep3,pPIR1-mCherry,pPIR1,mCherry,2.334999999999999,tPIR1_modF,tPIR1,modF,3.6922222222222225,-1.3572222222222234,2.5619143108648874,FALSE
