"strain","pro_mCh","promoter","mCherry","target_id","UTR3","terminator","construct","bio_rep","exp_rep","deltacq","rel_abund_deltacq","na.rm","remove"
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep4","2",-0.158333333333333,1.11599714263022,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep5","2",-0.206666666666667,1.15401875176356,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep6","2",-0.376666666666667,1.29833858816158,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep1","1",-0.548333333333334,1.46239529442743,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep2","1",-0.311666666666667,1.24114069400433,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_WT","tPIR1","WT","bio_rep3","1",-0.416666666666668,1.33483985417004,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep4","2",0.831666666666667,0.561879758309471,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep5","2",0.753333333333334,0.593231317454243,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep6","2",0.823333333333334,0.565134694636578,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep1","1",0.551666666666666,0.682231528184486,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep2","1",0.658333333333333,0.633609849143531,FALSE,FALSE
"pSRO9-mCherry-tPIR1_WT","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_WT","tPIR1","WT","bio_rep3","1",0.663333333333332,0.631417725595821,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep4","2",3.87666666666667,0.0680780410089133,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep5","2",3.70166666666667,0.0768576850479951,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep6","2",3.905,0.0667540880029907,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep1","1",3.21166666666667,0.107942381926742,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep2","1",3.53833333333333,0.086070739038019,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modA","tPIR1","modA","bio_rep3","1",3.405,0.0944045365976766,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep4","2",-0.703333333333333,1.6282625352114,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep5","2",-0.848333333333333,1.80041979683622,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep6","2",-0.785,1.72309231942403,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep1","1",-0.498333333333333,1.4125807421362,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep2","1",-0.581666666666667,1.49657716409596,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modA","tPIR1","modA","bio_rep3","1",-0.525,1.43893358001082,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modA","tPIR1","modA","bio_rep4","2",0.0566666666666666,0.961483052482653,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modA","tPIR1","modA","bio_rep5","2",-0.0883333333333329,1.06314128377801,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modA","tPIR1","modA","bio_rep6","2",-0.0250000000000004,1.01747969210269,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modA","tPIR1","modA","bio_rep1","1",-0.118333333333334,1.08548014207726,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modA","tPIR1","modA","bio_rep2","1",-0.271666666666667,1.20720163645803,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modA","tPIR1","modA","bio_rep3","1",-0.334999999999999,1.26137740883125,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modA","tPIR1","modA","bio_rep4","2",0.766666666666666,0.587773953141805,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modA","tPIR1","modA","bio_rep5","2",0.771666666666667,0.585740409747309,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modA","tPIR1","modA","bio_rep6","2",0.744999999999999,0.596667871515861,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modA","tPIR1","modA","bio_rep1","1",0.501666666666667,0.706290371068098,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modA","tPIR1","modA","bio_rep2","1",0.588333333333333,0.66511082955386,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modA","tPIR1","modA","bio_rep3","1",0.475,0.71946679000541,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modB","tPIR1","modB","bio_rep4","2",4.27333333333333,0.0517128514187508,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modB","tPIR1","modB","bio_rep5","2",4.365,0.048529304687565,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modB","tPIR1","modB","bio_rep6","2",4.21833333333333,0.0537223664538488,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modB","tPIR1","modB","bio_rep1","1",4.16,0.0559390669329983,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modB","tPIR1","modB","bio_rep2","1",4.305,0.050590138534213,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modB","tPIR1","modB","bio_rep3","1",4.24333333333333,0.052799448353439,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modB","tPIR1","modB","bio_rep4","2",-0.836666666666666,1.78591902212076,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modB","tPIR1","modB","bio_rep5","2",-0.845000000000001,1.79626474576787,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modB","tPIR1","modB","bio_rep6","2",-0.681666666666667,1.60399168911588,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modB","tPIR1","modB","bio_rep1","1",-0.59,1.50524674741107,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modB","tPIR1","modB","bio_rep2","1",-0.855,1.80875875512218,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modB","tPIR1","modB","bio_rep3","1",-0.596666666666668,1.51221856023983,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modB","tPIR1","modB","bio_rep4","2",0.0833333333333339,0.943874312681693,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modB","tPIR1","modB","bio_rep5","2",0.104999999999999,0.929804942613163,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modB","tPIR1","modB","bio_rep6","2",0.0583333333333336,0.960372945051004,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modB","tPIR1","modB","bio_rep1","1",0.0400000000000009,0.972654947412285,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modB","tPIR1","modB","bio_rep2","1",0.0549999999999997,0.962594443101752,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modB","tPIR1","modB","bio_rep3","1",-0.206666666666667,1.15401875176356,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modB","tPIR1","modB","bio_rep4","2",0.813333333333334,0.569065517293911,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modB","tPIR1","modB","bio_rep5","2",0.885,0.541487522762962,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modB","tPIR1","modB","bio_rep6","2",0.818333333333333,0.567096700170351,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modB","tPIR1","modB","bio_rep1","1",0.630000000000001,0.646176415318746,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modB","tPIR1","modB","bio_rep2","1",0.865,0.549046406893525,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modB","tPIR1","modB","bio_rep3","1",0.703333333333333,0.614151574684587,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep4","2",4.21333333333333,0.0539088769995119,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep5","2",4.11833333333333,0.0575782067098852,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep6","2",4.185,0.0549780672451523,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep1","1",4.35333333333333,0.0489233385186938,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep2","1",4.44166666666667,0.0460177205656414,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modC","tPIR1","modC","bio_rep3","1",3.955,0.0644801987063349,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep4","2",-0.766666666666667,1.70133432190171,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep5","2",-0.921666666666667,1.89430241383981,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep6","2",-0.885,1.84676462145879,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep1","1",-0.506666666666668,1.42076373912898,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep2","1",-0.608333333333333,1.52449702325576,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modC","tPIR1","modC","bio_rep3","1",-0.595000000000001,1.51047258556283,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep4","2",-0.146666666666667,1.10700878159531,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep5","2",-0.0216666666666665,1.01513152858597,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep6","2",-0.185,1.13681697323601,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep1","1",0.113333333333333,0.92444966021136,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep2","1",0.271666666666667,0.828362031494618,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modC","tPIR1","modC","bio_rep3","1",0.0150000000000006,0.989656656415207,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep4","2",0.783333333333333,0.58102279347892,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep5","2",0.918333333333333,0.529119930650594,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep6","2",0.865,0.549046406893525,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep1","1",0.533333333333333,0.690956439983888,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep2","1",0.631666666666668,0.645430354076221,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modC","tPIR1","modC","bio_rep3","1",0.465,0.72447107727744,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep4","2",5.48,0.0224055507502473,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep5","2",4.67333333333333,0.0391910127984457,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep6","2",4.425,0.0465524207225844,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep1","1",4.77333333333333,0.0365665079126911,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep2","1",3.96,0.0642571141660041,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modD","tPIR1","modD","bio_rep3","1",3.65,0.0796600392074539,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep4","2",-0.67,1.59107296750984,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep5","2",-0.926666666666666,1.9008789554216,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep6","2",-0.605,1.52097875324101,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep1","1",-0.496666666666666,1.41094980711805,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep2","1",-0.43,1.34723357686569,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modD","tPIR1","modD","bio_rep3","1",-0.640000000000001,1.558329159321,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep4","2",-0.00999999999999979,1.00695555005672,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep5","2",0.0833333333333339,0.943874312681693,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep6","2",-0.195,1.14472416059868,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep1","1",-0.296666666666667,1.22830314936917,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep2","1",-0.0299999999999994,1.02101212570719,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modD","tPIR1","modD","bio_rep3","1",-0.32,1.24833054890161,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep4","2",0.619999999999999,0.650670927720967,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep5","2",0.723333333333333,0.605696368470036,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep6","2",0.515000000000001,0.699792932797598,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep1","1",0.583333333333334,0.667419927085017,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep2","1",0.530000000000001,0.692554734055462,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modD","tPIR1","modD","bio_rep3","1",0.57,0.673616788432845,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep4","2",4.05833333333333,0.0600233090656878,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep5","2",4.49833333333333,0.0442452584377467,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep6","2",4.41333333333333,0.0469304032385866,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep1","1",4.205,0.0542211679470042,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep2","1",3.935,0.0653803087370331,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modE","tPIR1","modE","bio_rep3","1",3.955,0.0644801987063349,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep4","2",-0.601666666666667,1.51746860277238,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep5","2",-0.561666666666667,1.47597334402937,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep6","2",-0.636666666666667,1.55473281070849,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep1","1",-0.674999999999999,1.5965967727133,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep2","1",-0.715,1.641483217621,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tPIR1_modE","tPIR1","modE","bio_rep3","1",-0.494999999999999,1.40932075514202,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep4","2",-0.0616666666666674,1.04367076041375,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep5","2",0.178333333333333,0.883723324030176,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep6","2",0.383333333333333,0.766664172334801,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep1","1",0.0150000000000006,0.989656656415207,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep2","1",0.0449999999999999,0.969289816935065,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","PIR1-ORF","tPIR1_modE","tPIR1","modE","bio_rep3","1",-0.195,1.14472416059868,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep4","2",0.568333333333333,0.674395430737146,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep5","2",0.618333333333332,0.651423046609929,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep6","2",0.573333333333332,0.672062199796709,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep1","1",0.525,0.694959109921168,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep2","1",0.665000000000001,0.630688704415624,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tPIR1_modE","tPIR1","modE","bio_rep3","1",0.645,0.639492790638715,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modF","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep4","2",3.74,0.074842419038683,FALSE,FALSE
"pSRO9-mCherry-tPIR1_modF","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tPIR1_modF","tPIR1","modF","bio_rep5","2",3.88333333333333,0.0677641793938386,FALSE,FALSE
