"strain","pro_mCh","promoter","mCherry","target_id","ter_mod","terminator","construct","bio_rep","exp_rep","deltacq","rel_abund_deltacq","na.rm","remove"
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep1","1",0.501666666666667,0.706290371068098,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep2","1",0.616666666666665,0.652176034882783,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modA","tTSA1","modA","bio_rep3","1",0.590000000000002,0.664342907048255,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep4","2",0.571666666666665,0.672839045132023,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep5","2",0.513333333333334,0.700601832443633,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep6","2",0.585000000000001,0.666649338545599,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep1","1",0.581666666666667,0.668191406357633,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep2","1",0.446666666666665,0.73373618155558,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modA","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modA","tTSA1","modA","bio_rep3","1",0.500000000000002,0.707106781186547,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep4","2",4.635,0.040246300922182,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep5","2",4.525,0.0434349443700731,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep6","2",4.62666666666667,0.0404794453716233,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep1","1",4.07166666666667,0.0594711314324918,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep2","1",4.10666666666667,0.0580457131274093,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modB","tTSA1","modB","bio_rep3","1",3.72666666666667,0.0755373160216729,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep4","2",-0.594999999999999,1.51047258556282,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep5","2",-0.595000000000001,1.51047258556283,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep6","2",-0.473333333333334,1.38831345047979,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep1","1",-0.578333333333333,1.49312332818754,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep2","1",-0.613333333333333,1.52978969352399,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modB","tTSA1","modB","bio_rep3","1",-0.183333333333332,1.13550442907088,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep4","2",0.465,0.72447107727744,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep5","2",0.434999999999999,0.739693754624419,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep6","2",0.656666666666666,0.634342246912466,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep1","1",0.361666666666668,0.778264973174326,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep2","1",0.356666666666666,0.780966913434944,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modB","tTSA1","modB","bio_rep3","1",0.146666666666668,0.903335200791181,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep4","2",0.585000000000001,0.666649338545599,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep5","2",0.555,0.680657058249737,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep6","2",0.556666666666667,0.679871186406425,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep1","1",0.571666666666667,0.672839045132022,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep2","1",0.516666666666666,0.69898496708951,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modB","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modB","tTSA1","modB","bio_rep3","1",0.296666666666667,0.8141312676057,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep4","2",4.14,0.0567199472073226,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep5","2",4.18666666666667,0.0549145907638258,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep6","2",4.25333333333333,0.0524347359230157,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep1","1",4.09666666666667,0.058449452990645,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep2","1",4.40666666666667,0.0471477695859447,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modC","tTSA1","modC","bio_rep3","1",4.25,0.0525560259533572,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep4","2",-0.460000000000001,1.37554181813974,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep5","2",-0.513333333333334,1.42734425417087,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep6","2",-0.486666666666666,1.40120366488727,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep1","1",-0.593333333333334,1.50872862675023,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep2","1",-0.723333333333333,1.65099223316454,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modC","tTSA1","modC","bio_rep3","1",-0.52,1.43395524801583,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep4","2",0.57,0.673616788432845,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep5","2",0.266666666666667,0.831237896142787,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep6","2",0.423333333333332,0.745699700225189,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep1","1",0.416666666666666,0.749153538438341,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep2","1",0.386666666666667,0.764894846761996,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modC","tTSA1","modC","bio_rep3","1",0.52,0.697371833175203,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep4","2",0.66,0.63287829698514,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep5","2",0.716666666666667,0.608501756835295,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep6","2",0.513333333333334,0.700601832443633,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep1","1",0.696666666666667,0.616996124812035,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep2","1",0.956666666666667,0.515246010164649,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modC","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modC","tTSA1","modC","bio_rep3","1",0.57,0.673616788432845,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep4","2",4.29833333333333,0.0508244555838583,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep5","2",4.60666666666667,0.0410445173712001,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep6","2",4.345,0.0492067485355752,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep1","1",4.61166666666667,0.0409025141287387,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep2","1",4.77,0.0366510921634962,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modD","tTSA1","modD","bio_rep3","1",4.78666666666667,0.0362301184648622,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep4","2",-0.511666666666667,1.42569627352265,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep5","2",-0.553333333333335,1.46747236311116,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep6","2",-0.715,1.641483217621,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep1","1",-0.538333333333334,1.45229379225831,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep2","1",-0.609999999999999,1.52625920896056,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modD","tTSA1","modD","bio_rep3","1",-0.843333333333334,1.79419081753966,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep4","2",0.388333333333332,0.764011715799232,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep5","2",0.326666666666666,0.797376688393197,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep6","2",0.415000000000001,0.750019494642909,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep1","1",0.591666666666667,0.663575871169284,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep2","1",0.58,0.668963777393056,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modD","tTSA1","modD","bio_rep3","1",0.616666666666667,0.652176034882782,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep4","2",0.568333333333333,0.674395430737146,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep5","2",0.576666666666666,0.670511198876718,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep6","2",0.484999999999999,0.714497069870547,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep1","1",0.541666666666666,0.686976823729045,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep2","1",0.57,0.673616788432845,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modD","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modD","tTSA1","modD","bio_rep3","1",0.656666666666666,0.634342246912466,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep4","2",5.16166666666667,0.0279372404511613,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep5","2",5.34833333333333,0.024546594023138,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep6","2",5.11666666666667,0.0288223810495606,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep1","1",5.68833333333333,0.0193928233438176,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep2","1",5.72166666666667,0.0189498906464958,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","mCh-7","tTSA1_modE","tTSA1","modE","bio_rep3","1",5.36833333333333,0.0242086538095399,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep4","2",-0.618333333333334,1.53510073861234,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep5","2",-0.471666666666668,1.38671053394907,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep6","2",-0.563333333333333,1.47767944058963,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep1","1",-0.661666666666665,1.58190906154162,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep2","1",-0.358333333333333,1.28194408192073,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","PGK1-ORF","tTSA1_modE","tTSA1","modE","bio_rep3","1",-0.591666666666667,1.50698668147458,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep4","2",0.471666666666666,0.721131033130762,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep5","2",0.358333333333333,0.780065226013374,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep6","2",0.076666666666668,0.948246031174497,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep1","1",0.508333333333335,0.703034145811174,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep2","1",0.611666666666666,0.65444022605982,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","TSA1-ORF","tTSA1_modE","tTSA1","modE","bio_rep3","1",0.508333333333333,0.703034145811175,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep4","2",0.601666666666667,0.658992217811309,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep5","2",0.568333333333333,0.674395430737146,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep6","2",0.656666666666668,0.634342246912465,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep1","1",0.618333333333334,0.651423046609928,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep2","1",0.441666666666666,0.736283529050263,FALSE,FALSE
"pSRO9-mCherry-tTSA1_modE","pSRO9-mCherry","pSRO9","mCherry","URA3-ORF","tTSA1_modE","tTSA1","modE","bio_rep3","1",0.518333333333333,0.698177934241065,FALSE,FALSE
