"Include","Color","Pos","Name","Cp","Concentration","Standard","Status","Well","Cq","ExpRep","WellR","WellC","SampleID","Strain","Pro_mCh","Promoter","mCherry","Ter_mod","Terminator","Construct","BioRep","remove","Type","TechRep","TargetID","norm.by","Value.norm","Value.normexp","Value.norm.mod0"
TRUE,255,"A20","Sample 20",11.73,NA,0,NA,"A20",11.73,"2","A","20","pPGK1-mCherry-tRPS3_modE_BioRep5","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep5",FALSE,"+RT","1","mCh-7",12.66,-0.93,1.90527599608787,1.305
TRUE,255,"E20","Sample 116",10.81,NA,0,NA,"E20",10.81,"2","E","20","pPGK1-mCherry-tRPS3_modE_BioRep5","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep5",FALSE,"+RT","2","mCh-7",12.66,-1.85,3.60500185044332,0.385000000000001
TRUE,255,"I20","Sample 212",11.32,NA,0,NA,"I20",11.32,"2","I","20","pPGK1-mCherry-tRPS3_modE_BioRep5","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep5",FALSE,"+RT","3","mCh-7",12.66,-1.34,2.53151318794056,0.895
TRUE,255,"A21","Sample 21",10.85,NA,0,NA,"A21",10.85,"2","A","21","pPGK1-mCherry-tRPS3_modE_BioRep6","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep6",FALSE,"+RT","1","mCh-7",12.47,-1.62,3.07375036257603,0.614999999999999
TRUE,255,"E21","Sample 117",10.79,NA,0,NA,"E21",10.79,"2","E","21","pPGK1-mCherry-tRPS3_modE_BioRep6","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep6",FALSE,"+RT","2","mCh-7",12.47,-1.68,3.20427951035849,0.554999999999999
TRUE,255,"I21","Sample 213",10.8,NA,0,NA,"I21",10.8,"2","I","21","pPGK1-mCherry-tRPS3_modE_BioRep6","pPGK1-mCherry-tRPS3_modE","pPGK1-mCherry","pPGK1","mCherry","tRPS3_modE","tRPS3","modE","BioRep6",FALSE,"+RT","3","mCh-7",12.47,-1.67,3.18214593501967,0.565
TRUE,255,"A1","Sample 1",12.19,NA,0,NA,"A1",12.19,"1","A","1","pPGK1-mCherry-tRPS3_WT_BioRep1","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep1",FALSE,"+RT","1","mCh-7",13.3,-1.11,2.15845647300886,1.125
TRUE,255,"E1","Sample 97",12.55,NA,0,NA,"E1",12.55,"1","E","1","pPGK1-mCherry-tRPS3_WT_BioRep1","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep1",FALSE,"+RT","2","mCh-7",13.3,-0.75,1.68179283050743,1.485
TRUE,255,"I1","Sample 193",12.34,NA,0,NA,"I1",12.34,"1","I","1","pPGK1-mCherry-tRPS3_WT_BioRep1","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep1",FALSE,"+RT","3","mCh-7",13.3,-0.960000000000001,1.94530989482457,1.275
TRUE,255,"A3","Sample 3",10.46,NA,0,NA,"A3",10.46,"1","A","3","pPGK1-mCherry-tRPS3_WT_BioRep3","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep3",FALSE,"+RT","1","mCh-7",14.48,-4.02,16.2233516766405,-1.785
TRUE,255,"E3","Sample 99",11.86,NA,0,NA,"E3",11.86,"1","E","3","pPGK1-mCherry-tRPS3_WT_BioRep3","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep3",FALSE,"+RT","2","mCh-7",14.48,-2.62,6.14750072515205,-0.385000000000001
TRUE,255,"I3","Sample 195",11.64,NA,0,NA,"I3",11.64,"1","I","3","pPGK1-mCherry-tRPS3_WT_BioRep3","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep3",FALSE,"+RT","3","mCh-7",14.48,-2.84,7.16020056742378,-0.605
TRUE,255,"A1","Sample 1",11.29,NA,0,NA,"A1",11.29,"2","A","1","pPGK1-mCherry-tRPS3_WT_BioRep4","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep4",FALSE,"+RT","1","mCh-7",13.83,-2.54,5.81589006928125,-0.305000000000001
TRUE,255,"E1","Sample 97",10.96,NA,0,NA,"E1",10.96,"2","E","1","pPGK1-mCherry-tRPS3_WT_BioRep4","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep4",FALSE,"+RT","2","mCh-7",13.83,-2.87,7.3106516018352,-0.634999999999999
TRUE,255,"I1","Sample 193",11.55,NA,0,NA,"I1",11.55,"2","I","1","pPGK1-mCherry-tRPS3_WT_BioRep4","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep4",FALSE,"+RT","3","mCh-7",13.83,-2.28,4.85677953758019,-0.044999999999999
TRUE,255,"A2","Sample 2",11.37,NA,0,NA,"A2",11.37,"2","A","2","pPGK1-mCherry-tRPS3_WT_BioRep5","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep5",FALSE,"+RT","1","mCh-7",13.92,-2.55,5.8563427837825,-0.315
TRUE,255,"E2","Sample 98",11.78,NA,0,NA,"E2",11.78,"2","E","2","pPGK1-mCherry-tRPS3_WT_BioRep5","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep5",FALSE,"+RT","2","mCh-7",13.92,-2.14,4.40762046350644,0.0949999999999998
TRUE,255,"I2","Sample 194",11.77,NA,0,NA,"I2",11.77,"2","I","2","pPGK1-mCherry-tRPS3_WT_BioRep5","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep5",FALSE,"+RT","3","mCh-7",13.92,-2.15,4.43827788827138,0.085
TRUE,255,"A3","Sample 3",10.92,NA,0,NA,"A3",10.92,"2","A","3","pPGK1-mCherry-tRPS3_WT_BioRep6","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep6",FALSE,"+RT","1","mCh-7",13.84,-2.92,7.56846117380477,-0.685
TRUE,255,"E3","Sample 99",11.69,NA,0,NA,"E3",11.69,"2","E","3","pPGK1-mCherry-tRPS3_WT_BioRep6","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep6",FALSE,"+RT","2","mCh-7",13.84,-2.15,4.43827788827138,0.085
TRUE,255,"I3","Sample 195",11.44,NA,0,NA,"I3",11.44,"2","I","3","pPGK1-mCherry-tRPS3_WT_BioRep6","pPGK1-mCherry-tRPS3_WT","pPGK1-mCherry","pPGK1","mCherry","tRPS3_WT","tRPS3","WT","BioRep6",FALSE,"+RT","3","mCh-7",13.84,-2.4,5.27803164309158,-0.165
