Include,Color,Pos,Name,Cp,Concentration,Standard,Status,well,cq,well_row,well_col,sample_id,strain,pro_mCh,promoter,mCherry,bio_rep,ter_mod,terminator,construct,exp_rep,remove,prep_type,tech_rep,target_id,ref_cq,delta_cq,rel_abund
TRUE,255,E10,Sample 106,12.84,NA,0,NA,E10,12.84,E,10,pPGK1-mCherry-tRPS3_modB_BioRep4_ExpRep2,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep4,tRPS3_modB,tRPS3,modB,ExpRep2,FALSE,+RT,2,mCh-7,13.78,-0.9399999999999995,1.918528238650528
TRUE,255,I10,Sample 202,12.74,NA,0,NA,I10,12.74,I,10,pPGK1-mCherry-tRPS3_modB_BioRep4_ExpRep2,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep4,tRPS3_modB,tRPS3,modB,ExpRep2,FALSE,+RT,3,mCh-7,13.78,-1.0399999999999991,2.0562276533121318
TRUE,255,A11,Sample 11,12.63,NA,0,NA,A11,12.63,A,11,pPGK1-mCherry-tRPS3_modB_BioRep5_ExpRep2,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep5,tRPS3_modB,tRPS3,modB,ExpRep2,FALSE,+RT,1,mCh-7,13.83,-1.1999999999999993,2.297396709994069
TRUE,255,E11,Sample 107,12.72,NA,0,NA,E11,12.72,E,11,pPGK1-mCherry-tRPS3_modB_BioRep5_ExpRep2,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep5,tRPS3_modB,tRPS3,modB,ExpRep2,FALSE,+RT,2,mCh-7,13.83,-1.1099999999999994,2.1584564730088536
TRUE,255,I11,Sample 203,12.31,NA,0,NA,I11,12.31,I,11,pPGK1-mCherry-tRPS3_modB_BioRep5_ExpRep2,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep5,tRPS3_modB,tRPS3,modB,ExpRep2,FALSE,+RT,3,mCh-7,13.83,-1.5199999999999996,2.8679104960316537
TRUE,255,A12,Sample 12,12.76,NA,0,NA,A12,12.76,A,12,pPGK1-mCherry-tRPS3_modB_BioRep6_ExpRep2,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep6,tRPS3_modB,tRPS3,modB,ExpRep2,FALSE,+RT,1,mCh-7,13.57,-0.8100000000000005,1.7532114426320708
TRUE,255,E12,Sample 108,12.73,NA,0,NA,E12,12.73,E,12,pPGK1-mCherry-tRPS3_modB_BioRep6_ExpRep2,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep6,tRPS3_modB,tRPS3,modB,ExpRep2,FALSE,+RT,2,mCh-7,13.57,-0.8399999999999999,1.7900501418559447
TRUE,255,I12,Sample 204,12.48,NA,0,NA,I12,12.48,I,12,pPGK1-mCherry-tRPS3_modB_BioRep6_ExpRep2,pPGK1-mCherry-tRPS3_modB,pPGK1-mCherry,pPGK1,mCherry,BioRep6,tRPS3_modB,tRPS3,modB,ExpRep2,FALSE,+RT,3,mCh-7,13.57,-1.0899999999999999,2.1287403649067196
TRUE,255,A13,Sample 13,12.34,NA,0,NA,A13,12.34,A,13,pPGK1-mCherry-tRPS3_modC_BioRep1_ExpRep1,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep1,tRPS3_modC,tRPS3,modC,ExpRep1,FALSE,+RT,1,mCh-7,13.95,-1.6099999999999994,3.052518417921117
TRUE,255,E13,Sample 109,11.93,NA,0,NA,E13,11.93,E,13,pPGK1-mCherry-tRPS3_modC_BioRep1_ExpRep1,pPGK1-mCherry-tRPS3_modC,pPGK1-mCherry,pPGK1,mCherry,BioRep1,tRPS3_modC,tRPS3,modC,ExpRep1,FALSE,+RT,2,mCh-7,13.95,-2.0199999999999996,4.0558379191601155
