Include,Color,Pos,Name,Cp,Concentration,Standard,Status,well,cq,well_row,well_col,sample_id,strain,pro_mCh,promoter,mCherry,bio_rep,ter_mod,terminator,construct,exp_rep,remove,prep_type,tech_rep,target_id,ref_cq,delta_cq,rel_abund
TRUE,255,A10,Sample 10,11.39,NA,0,NA,A10,11.39,A,10,pTSA1-mCherry-tTSA1_modB_BioRep1_ExpRep1,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep1,tTSA1_modB,tTSA1,modB,ExpRep1,FALSE,+RT,1,mCh-7,11.93,-0.5399999999999991,1.4539725173203097
TRUE,255,E10,Sample 106,10.65,NA,0,NA,E10,10.65,E,10,pTSA1-mCherry-tTSA1_modB_BioRep1_ExpRep1,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep1,tTSA1_modB,tTSA1,modB,ExpRep1,FALSE,+RT,2,mCh-7,11.93,-1.2799999999999994,2.4283897687900926
TRUE,255,I10,Sample 202,10.62,NA,0,NA,I10,10.62,I,10,pTSA1-mCherry-tTSA1_modB_BioRep1_ExpRep1,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep1,tTSA1_modB,tTSA1,modB,ExpRep1,FALSE,+RT,3,mCh-7,11.93,-1.3100000000000005,2.4794153998779738
TRUE,255,A11,Sample 11,10.98,NA,0,NA,A11,10.98,A,11,pTSA1-mCherry-tTSA1_modB_BioRep2_ExpRep1,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep2,tTSA1_modB,tTSA1,modB,ExpRep1,FALSE,+RT,1,mCh-7,11.8,-0.8200000000000003,1.7654059925813101
TRUE,255,E11,Sample 107,10.69,NA,0,NA,E11,10.69,E,11,pTSA1-mCherry-tTSA1_modB_BioRep2_ExpRep1,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep2,tTSA1_modB,tTSA1,modB,ExpRep1,FALSE,+RT,2,mCh-7,11.8,-1.1100000000000012,2.1584564730088562
TRUE,255,I11,Sample 203,10.66,NA,0,NA,I11,10.66,I,11,pTSA1-mCherry-tTSA1_modB_BioRep2_ExpRep1,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep2,tTSA1_modB,tTSA1,modB,ExpRep1,FALSE,+RT,3,mCh-7,11.8,-1.1400000000000006,2.203810231753222
TRUE,255,A12,Sample 12,10.79,NA,0,NA,A12,10.79,A,12,pTSA1-mCherry-tTSA1_modB_BioRep3_ExpRep1,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep3,tTSA1_modB,tTSA1,modB,ExpRep1,FALSE,+RT,1,mCh-7,11.79,-1,2
TRUE,255,E12,Sample 108,10.91,NA,0,NA,E12,10.91,E,12,pTSA1-mCherry-tTSA1_modB_BioRep3_ExpRep1,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep3,tTSA1_modB,tTSA1,modB,ExpRep1,FALSE,+RT,2,mCh-7,11.79,-0.879999999999999,1.8403753012497488
TRUE,255,I12,Sample 204,10.89,NA,0,NA,I12,10.89,I,12,pTSA1-mCherry-tTSA1_modB_BioRep3_ExpRep1,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep3,tTSA1_modB,tTSA1,modB,ExpRep1,FALSE,+RT,3,mCh-7,11.79,-0.8999999999999986,1.866065983073613
TRUE,255,A10,Sample 10,12.44,NA,0,NA,A10,12.44,A,10,pTSA1-mCherry-tTSA1_modB_BioRep4_ExpRep2,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep4,tTSA1_modB,tTSA1,modB,ExpRep2,FALSE,+RT,1,mCh-7,13.39,-0.9500000000000011,1.9318726578496925
TRUE,255,E10,Sample 106,11.81,NA,0,NA,E10,11.81,E,10,pTSA1-mCherry-tTSA1_modB_BioRep4_ExpRep2,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep4,tTSA1_modB,tTSA1,modB,ExpRep2,FALSE,+RT,2,mCh-7,13.39,-1.58,2.989698497269877
TRUE,255,I10,Sample 202,12.35,NA,0,NA,I10,12.35,I,10,pTSA1-mCherry-tTSA1_modB_BioRep4_ExpRep2,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep4,tTSA1_modB,tTSA1,modB,ExpRep2,FALSE,+RT,3,mCh-7,13.39,-1.040000000000001,2.0562276533121344
TRUE,255,A11,Sample 11,9.91,NA,0,NA,A11,9.91,A,11,pTSA1-mCherry-tTSA1_modB_BioRep5_ExpRep2,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep5,tTSA1_modB,tTSA1,modB,ExpRep2,FALSE,+RT,1,mCh-7,10.49,-0.5800000000000001,1.4948492486349385
TRUE,255,E11,Sample 107,9.62,NA,0,NA,E11,9.62,E,11,pTSA1-mCherry-tTSA1_modB_BioRep5_ExpRep2,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep5,tTSA1_modB,tTSA1,modB,ExpRep2,FALSE,+RT,2,mCh-7,10.49,-0.870000000000001,1.8276629004588023
TRUE,255,I11,Sample 203,9.77,NA,0,NA,I11,9.77,I,11,pTSA1-mCherry-tTSA1_modB_BioRep5_ExpRep2,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep5,tTSA1_modB,tTSA1,modB,ExpRep2,FALSE,+RT,3,mCh-7,10.49,-0.7200000000000006,1.6471820345351469
TRUE,255,A12,Sample 12,11.82,NA,0,NA,A12,11.82,A,12,pTSA1-mCherry-tTSA1_modB_BioRep6_ExpRep2,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep6,tTSA1_modB,tTSA1,modB,ExpRep2,FALSE,+RT,1,mCh-7,12.41,-0.5899999999999999,1.5052467474110671
TRUE,255,E12,Sample 108,11.54,NA,0,NA,E12,11.54,E,12,pTSA1-mCherry-tTSA1_modB_BioRep6_ExpRep2,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep6,tTSA1_modB,tTSA1,modB,ExpRep2,FALSE,+RT,2,mCh-7,12.41,-0.870000000000001,1.8276629004588023
TRUE,255,I12,Sample 204,11.67,NA,0,NA,I12,11.67,I,12,pTSA1-mCherry-tTSA1_modB_BioRep6_ExpRep2,pTSA1-mCherry-tTSA1_modB,pTSA1-mCherry,pTSA1,mCherry,BioRep6,tTSA1_modB,tTSA1,modB,ExpRep2,FALSE,+RT,3,mCh-7,12.41,-0.7400000000000002,1.670175838856739
TRUE,255,A13,Sample 13,11.43,NA,0,NA,A13,11.43,A,13,pTSA1-mCherry-tTSA1_modC_BioRep1_ExpRep1,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep1,tTSA1_modC,tTSA1,modC,ExpRep1,FALSE,+RT,1,mCh-7,12.49,-1.0600000000000005,2.0849315216822437
TRUE,255,E13,Sample 109,10.77,NA,0,NA,E13,10.77,E,13,pTSA1-mCherry-tTSA1_modC_BioRep1_ExpRep1,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep1,tTSA1_modC,tTSA1,modC,ExpRep1,FALSE,+RT,2,mCh-7,12.49,-1.7200000000000006,3.2943640690702938
TRUE,255,I13,Sample 205,11.37,NA,0,NA,I13,11.37,I,13,pTSA1-mCherry-tTSA1_modC_BioRep1_ExpRep1,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep1,tTSA1_modC,tTSA1,modC,ExpRep1,FALSE,+RT,3,mCh-7,12.49,-1.120000000000001,2.1734697250521178
TRUE,255,A14,Sample 14,10.55,NA,0,NA,A14,10.55,A,14,pTSA1-mCherry-tTSA1_modC_BioRep2_ExpRep1,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep2,tTSA1_modC,tTSA1,modC,ExpRep1,FALSE,+RT,1,mCh-7,11.98,-1.4299999999999997,2.69446715373138
TRUE,255,E14,Sample 110,10.52,NA,0,NA,E14,10.52,E,14,pTSA1-mCherry-tTSA1_modC_BioRep2_ExpRep1,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep2,tTSA1_modC,tTSA1,modC,ExpRep1,FALSE,+RT,2,mCh-7,11.98,-1.4600000000000009,2.751083636279489
TRUE,255,I14,Sample 206,9.97,NA,0,NA,I14,9.97,I,14,pTSA1-mCherry-tTSA1_modC_BioRep2_ExpRep1,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep2,tTSA1_modC,tTSA1,modC,ExpRep1,FALSE,+RT,3,mCh-7,11.98,-2.01,4.027822200226875
TRUE,255,A15,Sample 15,11.38,NA,0,NA,A15,11.38,A,15,pTSA1-mCherry-tTSA1_modC_BioRep3_ExpRep1,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep3,tTSA1_modC,tTSA1,modC,ExpRep1,FALSE,+RT,1,mCh-7,12.8,-1.42,2.675855109572224
TRUE,255,E15,Sample 111,10.92,NA,0,NA,E15,10.92,E,15,pTSA1-mCherry-tTSA1_modC_BioRep3_ExpRep1,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep3,tTSA1_modC,tTSA1,modC,ExpRep1,FALSE,+RT,2,mCh-7,12.8,-1.8800000000000008,3.6807506024995025
TRUE,255,I15,Sample 207,10.88,NA,0,NA,I15,10.88,I,15,pTSA1-mCherry-tTSA1_modC_BioRep3_ExpRep1,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep3,tTSA1_modC,tTSA1,modC,ExpRep1,FALSE,+RT,3,mCh-7,12.8,-1.92,3.7842305869023836
TRUE,255,A13,Sample 13,11.42,NA,0,NA,A13,11.42,A,13,pTSA1-mCherry-tTSA1_modC_BioRep4_ExpRep2,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep4,tTSA1_modC,tTSA1,modC,ExpRep2,FALSE,+RT,1,mCh-7,11.97,-0.5500000000000007,1.464085695945626
TRUE,255,E13,Sample 109,10.84,NA,0,NA,E13,10.84,E,13,pTSA1-mCherry-tTSA1_modC_BioRep4_ExpRep2,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep4,tTSA1_modC,tTSA1,modC,ExpRep2,FALSE,+RT,2,mCh-7,11.97,-1.1300000000000008,2.18858740252148
TRUE,255,I13,Sample 205,11.46,NA,0,NA,I13,11.46,I,13,pTSA1-mCherry-tTSA1_modC_BioRep4_ExpRep2,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep4,tTSA1_modC,tTSA1,modC,ExpRep2,FALSE,+RT,3,mCh-7,11.97,-0.5099999999999998,1.4240501955970715
TRUE,255,A14,Sample 14,10.72,NA,0,NA,A14,10.72,A,14,pTSA1-mCherry-tTSA1_modC_BioRep5_ExpRep2,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep5,tTSA1_modC,tTSA1,modC,ExpRep2,FALSE,+RT,1,mCh-7,11.7,-0.97999999999999865,1.9724654089867164
TRUE,255,E14,Sample 110,10.57,NA,0,NA,E14,10.57,E,14,pTSA1-mCherry-tTSA1_modC_BioRep5_ExpRep2,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep5,tTSA1_modC,tTSA1,modC,ExpRep2,FALSE,+RT,2,mCh-7,11.7,-1.129999999999999,2.1885874025214775
TRUE,255,I14,Sample 206,10.57,NA,0,NA,I14,10.57,I,14,pTSA1-mCherry-tTSA1_modC_BioRep5_ExpRep2,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep5,tTSA1_modC,tTSA1,modC,ExpRep2,FALSE,+RT,3,mCh-7,11.7,-1.129999999999999,2.1885874025214775
TRUE,255,A15,Sample 15,10.91,NA,0,NA,A15,10.91,A,15,pTSA1-mCherry-tTSA1_modC_BioRep6_ExpRep2,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep6,tTSA1_modC,tTSA1,modC,ExpRep2,FALSE,+RT,1,mCh-7,11.76,-0.8499999999999996,1.80250092522166
TRUE,255,E15,Sample 111,10.64,NA,0,NA,E15,10.64,E,15,pTSA1-mCherry-tTSA1_modC_BioRep6_ExpRep2,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep6,tTSA1_modC,tTSA1,modC,ExpRep2,FALSE,+RT,2,mCh-7,11.76,-1.1199999999999992,2.173469725052115
TRUE,255,I15,Sample 207,10.66,NA,0,NA,I15,10.66,I,15,pTSA1-mCherry-tTSA1_modC_BioRep6_ExpRep2,pTSA1-mCherry-tTSA1_modC,pTSA1-mCherry,pTSA1,mCherry,BioRep6,tTSA1_modC,tTSA1,modC,ExpRep2,FALSE,+RT,3,mCh-7,11.76,-1.0999999999999996,2.143546925072586
